,model_name,dataset_name,r2,mape_runtime,mape_power
0,best_knn,svm_simulated,-0.5222872235675404,0.11170454270631652,0.579131202138113
1,best_dt,svm_simulated,0.20840404658424622,0.11397805292248088,0.37800411608816625
2,best_rf,svm_simulated,0.09721502271074273,0.10915486042235784,0.4265170443788923
3,best_etr,svm_simulated,0.029331719953233082,0.10728638529209109,0.4345421641279238
