,model_name,dataset_name,r2,mape_runtime,mape_power
0,best_knn,dijkstra_simulated,0.026137001962731887,0.14972729327555057,0.5683313211650074
1,best_dt,dijkstra_simulated,0.3929614540589599,0.17894143897250775,0.15244251368420142
2,best_rf,dijkstra_simulated,-0.05561828033964056,0.16533358919780605,0.3147619569938667
3,best_etr,dijkstra_simulated,0.3179648125482975,0.13408852175492106,0.40483036379760684
