,model_name,dataset_name,r2,mape_runtime,mape_power
0,best_knn,stitch_simulated,-0.05523933132412412,0.16291601969617447,0.5900566480258006
1,best_dt,stitch_simulated,-1.4925039802196112,0.20440788440065286,0.7894788995085115
2,best_rf,stitch_simulated,-0.3671944256671849,0.18614050962709625,0.5411774455281496
3,best_etr,stitch_simulated,0.03831558403702173,0.15275947303343473,0.5317364651955803
