,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.5222872235675402,0.11170454270631652,0.579131202138113
1,best_dt,0.051923204141127055,0.12099306283532411,0.46356449561380014
2,best_rf,0.17316330722904472,0.12049941562868859,0.28442392732746574
3,best_etr,0.02768405937435192,0.1088031960069186,0.3728066282757727
