arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,runtime,power
IntelCorei38130U_LPDDR32133_2GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,LPDDR3,2133,2,45618,7.32323
IntelCorei38130U_LPDDR32133_3GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,2133,2,45618,7.32323
IntelCorei38130U_LPDDR32133_4GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,2133,2,45618,7.32323
IntelCorei38130U_LPDDR32133_6GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,2133,2,45618,7.32323
IntelCorei38130U_LPDDR32133_7GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,LPDDR3,2133,2,45618,7.32323
IntelCorei37100U_DDR31600_2GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR3,1600,2,41949,6.80957
IntelCorei37100U_DDR31600_3GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR3,1600,2,41949,6.80957
IntelCorei37100U_DDR31600_4GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR3,1600,2,41949,6.80957
IntelCorei37100U_DDR31600_6GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR3,1600,2,41949,6.80957
IntelCorei37100U_DDR31600_7GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR3,1600,2,41949,6.80957
IntelCorei37167U_DDR31600_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR3,1600,2,36031,6.00705
IntelCorei37167U_DDR31600_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR3,1600,2,36031,6.00705
IntelCorei37167U_DDR31600_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR3,1600,2,36031,6.00705
IntelCorei37167U_DDR31600_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR3,1600,2,36031,6.00705
IntelCorei37167U_DDR31600_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR3,1600,2,36031,6.00705
IntelCorei37167U_LPDDR31866_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,LPDDR3,1866,2,35168,6.11148
IntelCorei37167U_LPDDR31866_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,LPDDR3,1866,2,35168,6.11148
IntelCorei37167U_LPDDR31866_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,LPDDR3,1866,2,35168,6.11148
IntelCorei37167U_LPDDR31866_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,LPDDR3,1866,2,35168,6.11148
IntelCorei37167U_LPDDR31866_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,LPDDR3,1866,2,35168,6.11148
IntelCorei37167U_DDR42133_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR4,2133,2,35247,6.10159
IntelCorei37167U_DDR42133_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR4,2133,2,35247,6.10159
IntelCorei37167U_DDR42133_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR4,2133,2,35247,6.10159
IntelCorei37167U_DDR42133_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR4,2133,2,35247,6.10159
IntelCorei37167U_DDR42133_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR4,2133,2,35247,6.10159
IntelCorei37102E_DDR31600_2GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR3,1600,2,46530,7.75104
IntelCorei37102E_DDR31600_3GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR3,1600,2,46530,7.75104
IntelCorei37102E_DDR31600_4GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR3,1600,2,46530,7.75104
IntelCorei37102E_DDR31600_6GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR3,1600,2,46530,7.75104
IntelCorei37102E_DDR31600_7GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR3,1600,2,46530,7.75104
IntelCorei37102E_DDR42133_2GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR4,2133,2,46869,7.71089
IntelCorei37102E_DDR42133_3GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR4,2133,2,46869,7.71089
IntelCorei37102E_DDR42133_4GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR4,2133,2,46869,7.71089
IntelCorei37102E_DDR42133_6GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR4,2133,2,46869,7.71089
IntelCorei37102E_DDR42133_7GB,2.1,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR4,2133,2,46869,7.71089
IntelCorei36100U_LPDDR31600_2GB,2.3,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,LPDDR3,1600,2,42644,7.18102
IntelCorei36100U_LPDDR31600_3GB,2.3,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,LPDDR3,1600,2,42644,7.18102
IntelCorei36100U_LPDDR31600_4GB,2.3,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,LPDDR3,1600,2,42644,7.18102
IntelCorei36100U_LPDDR31600_6GB,2.3,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,LPDDR3,1600,2,42644,7.18102
