arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,PS,runtime,power
AdvMicDevBuldzrFX8170_DDR31866_7GB,3.9,X86_64,4,64,1,16,16,64,1,1024,64,64,8,8,7,DDR3,1866,8,1000000,14108,2.11569
AdvMicDevEpyc7251_DDR42400_2GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,2,DDR4,2400,8,100000,2627,2.74624
AdvMicDevEpyc7251_DDR42400_2GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,2,DDR4,2400,8,500000,13117,2.80128
AdvMicDevEpyc7251_DDR42400_2GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,2,DDR4,2400,8,1000000,26235,2.80843
AdvMicDevEpyc7251_DDR42400_3GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,3,DDR4,2400,8,100000,2627,2.74624
AdvMicDevEpyc7251_DDR42400_3GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,3,DDR4,2400,8,500000,13117,2.80128
AdvMicDevEpyc7251_DDR42400_3GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,3,DDR4,2400,8,1000000,26235,2.80843
AdvMicDevEpyc7251_DDR42400_4GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,4,DDR4,2400,8,100000,2627,2.74624
AdvMicDevEpyc7251_DDR42400_4GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,4,DDR4,2400,8,500000,13117,2.80128
AdvMicDevEpyc7251_DDR42400_4GB,2.1,X86_64,8,64,1,32,8,64,1,512,16,64,8,32,4,DDR4,2400,8,1000000,26235,2.80843
