,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.055239331,0.16291602,0.590056648
1,best_dt,0.289098732,0.16805159,0.469719013
2,best_rf,0.445561325,0.131533333,0.422778554
3,best_etr,0.26293831,0.141010445,0.438472768
4,best_dnn,0.324665783,0.11346172,0.32925657
