,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.055239331,0.16291602,0.590056648
1,best_dt,-1.49250398,0.204407884,0.7894789
2,best_rf,-0.367194426,0.18614051,0.541177446
3,best_etr,0.038315584,0.152759473,0.531736465
4,best_dnn,0.419045046,0.121114741,0.220455878
