,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.127200926,0.278282745,0.717318056
1,best_dt,0.269796359,0.237771669,0.657331946
2,best_rf,0.162003879,0.203830731,0.708847913
3,best_etr,0.388830719,0.226809555,0.519449367
4,best_dnn,0.266305975,0.16183146,0.46271364
