,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.069951019,0.161222196,0.621600371
1,best_dt,0.278446551,0.154937048,0.53074264
2,best_rf,0.21903989,0.141020118,0.515168264
3,best_etr,0.202932208,0.136964296,0.521021255
4,best_dnn,0.319479143,0.118192552,0.310271779
