,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.069951019,0.161222196,0.621600371
1,best_dt,0.317744867,0.146273972,0.502543405
2,best_rf,0.352084116,0.152909756,0.452282058
3,best_etr,0.338626183,0.152531943,0.42341494
4,best_dnn,0.234412541,0.11753709,0.39192499
