,model_name,r2,mape_runtime,mape_power
0,best_knn,-0.522287224,0.111704543,0.579131202
1,best_dt,0.051923204,0.120993063,0.463564496
2,best_rf,0.173163307,0.120499416,0.284423927
3,best_etr,0.027684059,0.108803196,0.372806628
4,best_dnn,-0.423748291,0.09056849,0.32308699
